Fisher,Variance_F,SE_F,ID_R,Year,country,design,terrortype,outcome
-0.087221,0.002033,0.045089,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.056059,0.002004,0.044766,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.033012,0.002008,0.044811,10085,2017,,Correlation,Islamist,Outgroup Hostility
-0.01,0.002008,0.044811,10085,2017,,Correlation,Islamist,Outgroup Hostility
-0.015001,0.002008,0.044811,10085,2017,,Correlation,Islamist,Outgroup Hostility
-0.000794,0.002488,0.04988,10086,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.093055,0.0025,0.05,10086,2019,Other: Western,(Quasi)Experiment,Extreme Right,Outgroup Hostility
-0.070622,0.002481,0.04981,10086,2019,Other: Western,(Quasi)Experiment,Other,Outgroup Hostility
0.088756,0.002488,0.04988,10086,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.017463,0.0025,0.05,10086,2019,Other: Western,(Quasi)Experiment,Extreme Right,Conservatism
-0.022976,0.002481,0.04981,10086,2019,Other: Western,(Quasi)Experiment,Other,Conservatism
0.013904,0.002488,0.04988,10086,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.05377,0.002488,0.04988,10086,2019,Other: Western,(Quasi)Experiment,Extreme Right,Conservatism
-0.045361,0.002488,0.04988,10086,2019,Other: Western,(Quasi)Experiment,Other,Conservatism
-0.012638,0.002488,0.04988,10086,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.02503,0.0025,0.05,10086,2019,Other: Western,(Quasi)Experiment,Extreme Right,Conservatism
-0.035575,0.002481,0.04981,10086,2019,Other: Western,(Quasi)Experiment,Other,Conservatism
-0.01977,0.002488,0.04988,10086,2019,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
0.058856,0.002506,0.05006,10086,2019,Other: Western,(Quasi)Experiment,Extreme Right,Rally Effects
0.040562,0.002481,0.04981,10086,2019,Other: Western,(Quasi)Experiment,Other,Rally Effects
-0.061679,0.002488,0.04988,10086,2019,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
-0.006098,0.0025,0.05,10086,2019,Other: Western,(Quasi)Experiment,Extreme Right,Rally Effects
0.004201,0.002481,0.04981,10086,2019,Other: Western,(Quasi)Experiment,Other,Rally Effects
-0.055864,0.002506,0.05006,10086,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.088348,0.002513,0.05013,10086,2019,Other: Western,(Quasi)Experiment,Extreme Right,Outgroup Hostility
-0.054583,0.002488,0.04988,10086,2019,Other: Western,(Quasi)Experiment,Other,Outgroup Hostility
-0.044913,0.000433,0.020809,10087,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
-0.135684,0.000434,0.020833,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.06208,0.000433,0.020809,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
-0.027007,0.000434,0.020833,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0,0.000435,0.020857,10087,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
-0.122611,0.000436,0.020881,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.037017,0.000435,0.020857,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
-0.012001,0.000436,0.020881,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
-0.054053,0.000428,0.020688,10087,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
-0.16344,0.000429,0.020712,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.057062,0.000428,0.020688,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
-0.076147,0.000429,0.020712,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
-0.118552,0.000428,0.020688,10087,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
-0.21736,0.000429,0.020712,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
-0.023004,0.000428,0.020688,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
-0.118552,0.000429,0.020712,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
-0.153187,0.00043,0.020736,10087,2018,Other: Western,Correlation,No Ideology,Rally Effects
-0.202733,0.00043,0.020736,10087,2018,Other: Western,Correlation,Islamist,Rally Effects
-0.123626,0.00043,0.020736,10087,2018,Other: Western,Correlation,Islamist,Rally Effects
-0.202733,0.00043,0.020736,10087,2018,Other: Western,Correlation,Islamist,Rally Effects
-0.032011,0.000602,0.024536,10087,2018,Other: Western,Correlation,No Ideology,Conservatism
-0.105388,0.000603,0.024556,10087,2018,Other: Western,Correlation,Islamist,Conservatism
0.118552,0.000603,0.024556,10087,2018,Other: Western,Correlation,Islamist,Conservatism
-0.047035,0.000603,0.024556,10087,2018,Other: Western,Correlation,Islamist,Conservatism
0.280199,0.001181,0.034366,10087,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.03338,0.001181,0.034366,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.229798,0.001181,0.034366,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.129084,0.001181,0.034366,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.270086,0.001182,0.03438,10087,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.004529,0.001182,0.03438,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.232598,0.001182,0.03438,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.146945,0.001182,0.03438,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.290903,0.001161,0.034073,10087,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.061576,0.001166,0.034147,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.234127,0.001166,0.034147,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.156867,0.001166,0.034147,10087,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.087541,0.001157,0.034015,10087,2018,Other: Western,Correlation,No Ideology,Rally Effects
-0.035865,0.001163,0.034103,10087,2018,Other: Western,Correlation,Islamist,Rally Effects
0.103918,0.001163,0.034103,10087,2018,Other: Western,Correlation,Islamist,Rally Effects
-0.000821,0.001163,0.034103,10087,2018,Other: Western,Correlation,Islamist,Rally Effects
0.286699,0.001274,0.035693,10087,2018,Other: Western,Correlation,No Ideology,Conservatism
0.018901,0.001276,0.035721,10087,2018,Other: Western,Correlation,Islamist,Conservatism
0.277744,0.001276,0.035721,10087,2018,Other: Western,Correlation,Islamist,Conservatism
0.237577,0.001276,0.035721,10087,2018,Other: Western,Correlation,Islamist,Conservatism
0.30952,0.005435,0.073722,10088,2010,,Correlation,No Ideology,Outgroup Hostility
0.213171,0.005435,0.073722,10088,2010,,Correlation,No Ideology,Conservatism
0.149095,0.000273,0.016523,10089,2017,Other: Western,Correlation,Islamist,Outgroup Hostility
0.13909,0.000273,0.016523,10089,2017,Other: Western,Correlation,Islamist,Outgroup Hostility
0.129113,0.000273,0.016523,10089,2017,Other: Western,Correlation,Islamist,Outgroup Hostility
0.129113,0.000273,0.016523,10089,2017,Other: Western,Correlation,Islamist,Outgroup Hostility
0.266108,0.003846,0.062016,10090,2016,Israel,Correlation,Other,Outgroup Hostility
0.497503,0.003846,0.062016,10090,2016,Israel,Correlation,Other,Outgroup Hostility
0.368117,0.003846,0.062016,10090,2016,Israel,Correlation,Other,Conservatism
0.079567,0.011905,0.10911,10091,2014,Other: Western,(Quasi)Experiment,No Ideology,Outgroup Hostility
0.149095,0.000418,0.020445,10091,2014,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.036567,0.003205,0.056613,10092,2017,United States,Correlation,Islamist,Conservatism
-0.079494,0.003205,0.056613,10092,2017,United States,Correlation,Islamist,Conservatism
-0.014009,0.003205,0.056613,10092,2017,United States,Correlation,Islamist,Conservatism
-0.027452,0.003861,0.062137,10092,2017,United States,Correlation,Islamist,Conservatism
0.081554,0.003861,0.062137,10092,2017,United States,Correlation,Islamist,Conservatism
-0.046891,0.003861,0.062137,10092,2017,United States,Correlation,Islamist,Conservatism
0.014261,0.003861,0.062137,10092,2017,United States,Correlation,Islamist,Outgroup Hostility
0.103896,0.003861,0.062137,10092,2017,United States,Correlation,Islamist,Outgroup Hostility
0,0.001477,0.038432,10093,2017,Israel,(Quasi)Experiment,No Ideology,Conservatism
0.04731,0.001451,0.038092,10093,2017,Israel,(Quasi)Experiment,No Ideology,Conservatism
0.003981,0.001477,0.038432,10093,2017,Israel,(Quasi)Experiment,No Ideology,Conservatism
0.131113,0.001453,0.038118,10093,2017,Israel,(Quasi)Experiment,No Ideology,Conservatism
-0.061486,0.002188,0.046776,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
0.00378,0.002222,0.047138,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.023992,0.003226,0.056798,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
0.004351,0.002188,0.046776,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
0.063884,0.002222,0.047138,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.029935,0.003226,0.056798,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.016149,0.002188,0.046776,10093,2017,Israel,(Quasi)Experiment,Islamist,Rally Effects
-0.004843,0.002222,0.047138,10093,2017,Israel,(Quasi)Experiment,Islamist,Rally Effects
-0.005981,0.003226,0.056798,10093,2017,Israel,(Quasi)Experiment,Islamist,Rally Effects
0.028998,0.002188,0.046776,10093,2017,Israel,(Quasi)Experiment,Islamist,Rally Effects
0.009,0.002222,0.047138,10093,2017,Israel,(Quasi)Experiment,Islamist,Rally Effects
-0.050808,0.003226,0.056798,10093,2017,Israel,(Quasi)Experiment,Islamist,Rally Effects
-0.078275,0.002188,0.046776,10093,2017,Israel,(Quasi)Experiment,Islamist,Rally Effects
-0.102144,0.002222,0.047138,10093,2017,Israel,(Quasi)Experiment,Islamist,Rally Effects
-0.078832,0.003226,0.056798,10093,2017,Israel,(Quasi)Experiment,Islamist,Rally Effects
-0.053272,0.002198,0.046883,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.01589,0.002222,0.047138,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
0.003366,0.003226,0.056798,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.014583,0.002198,0.046883,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
0,0.002222,0.047138,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
0.030622,0.003226,0.056798,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
0.012058,0.002198,0.046883,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
0.01175,0.002222,0.047138,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
0.066472,0.003226,0.056798,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.003095,0.002198,0.046883,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
0.034928,0.002222,0.047138,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
0.131197,0.003226,0.056798,10093,2017,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.0419676293837314,0.001104964081,0.033241,10093,2017,Israel,Longitudinal,No Ideology,Conservatism
0.0506234600170766,0.001104964081,0.033241,10093,2017,Israel,Longitudinal,No Ideology,Conservatism
-0.015284654449423,0.001102505616,0.033204,10093,2017,Israel,Longitudinal,No Ideology,Conservatism
-0.109556437852,0.001102505616,0.033204,10093,2017,Israel,Longitudinal,No Ideology,Conservatism
-0.0412194266307357,0.001102505616,0.033204,10093,2017,Israel,Longitudinal,No Ideology,Conservatism
-0.166789241181529,0.001102505616,0.033204,10093,2017,Israel,Longitudinal,No Ideology,Conservatism
0.090244,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
0.01,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
0.213171,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
0.213171,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
0.161387,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
0.202733,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
0.090244,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
-0.01,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
0.223656,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
0.234189,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
0.171667,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
0.181983,0.001044,0.032311,10094,2009,Israel,Correlation,Other,Outgroup Hostility
0.119029821175864,0.001999967841,0.044721,10095,2018,,Correlation,Other,Conservatism
-0.254067464688823,0.001331593081,0.036491,10095,2018,,Correlation,Other,Conservatism
0.126415162499191,0.001366115521,0.036961,10095,2018,,Correlation,Other,Conservatism
0.18107489817334,0.001362421921,0.036911,10095,2018,,Correlation,Other,Conservatism
0.0322250050752611,0.001367964196,0.036986,10095,2018,,Correlation,Other,Conservatism
-0.0764515100008565,0.001366115521,0.036961,10095,2018,,Correlation,Other,Conservatism
0.000723344490775571,0.001355049721,0.036811,10095,2018,,Correlation,Other,Conservatism
0.0419541923429155,0.001999967841,0.044721,10095,2018,,Correlation,Other,Conservatism
-0.111098482653646,0.001331593081,0.036491,10095,2018,,Correlation,Other,Conservatism
0.0723188912653419,0.001366115521,0.036961,10095,2018,,Correlation,Other,Conservatism
0.0924707263404835,0.001362421921,0.036911,10095,2018,,Correlation,Other,Conservatism
0.0754213108263654,0.001367964196,0.036986,10095,2018,,Correlation,Other,Conservatism
-0.0440392942626502,0.001366115521,0.036961,10095,2018,,Correlation,Other,Conservatism
0.0810949230910095,0.001355049721,0.036811,10095,2018,,Correlation,Other,Conservatism
-0.00312184057483748,0.001999967841,0.044721,10095,2018,,Correlation,Other,Conservatism
-0.156523578341035,0.001331593081,0.036491,10095,2018,,Correlation,Other,Conservatism
0.077241958477364,0.001366115521,0.036961,10095,2018,,Correlation,Other,Conservatism
0.160636091666009,0.001362421921,0.036911,10095,2018,,Correlation,Other,Conservatism
0.109248704858452,0.001367964196,0.036986,10095,2018,,Correlation,Other,Conservatism
0.0761603806502963,0.001366115521,0.036961,10095,2018,,Correlation,Other,Conservatism
0.0660181203233683,0.001355049721,0.036811,10095,2018,,Correlation,Other,Conservatism
0.0496056235196404,0.001999967841,0.044721,10095,2018,,Correlation,Other,Conservatism
0.0810700935889919,0.001331593081,0.036491,10095,2018,,Correlation,Other,Conservatism
-0.0334627968074536,0.001366115521,0.036961,10095,2018,,Correlation,Other,Conservatism
-0.0684938241940831,0.001362421921,0.036911,10095,2018,,Correlation,Other,Conservatism
0.024115666820742,0.001367964196,0.036986,10095,2018,,Correlation,Other,Conservatism
-0.161826954288846,0.001366115521,0.036961,10095,2018,,Correlation,Other,Conservatism
0.100476244697447,0.001355049721,0.036811,10095,2018,,Correlation,Other,Conservatism
0.100335,0.0013,0.036056,10096,2009,Israel,Correlation,Islamist,Outgroup Hostility
-0.497311,0.001185,0.034424,10097,2009,Israel,Correlation,No Ideology,Outgroup Hostility
-0.549306,0.002222,0.047138,10097,2009,Israel,Correlation,No Ideology,Outgroup Hostility
-0.320545,0.001185,0.034424,10097,2009,Israel,Correlation,No Ideology,Outgroup Hostility
-0.342828,0.002222,0.047138,10097,2009,Israel,Correlation,No Ideology,Outgroup Hostility
-0.298566,0.001185,0.034424,10097,2009,Israel,Correlation,No Ideology,Outgroup Hostility
-0.342828,0.002222,0.047138,10097,2009,Israel,Correlation,No Ideology,Outgroup Hostility
0.407084,0.010989,0.104828,10098,2013,Israel,(Quasi)Experiment,Other,Conservatism
-0.281276,0.019608,0.140029,10098,2013,Israel,(Quasi)Experiment,Other,Conservatism
0.090244,0.003663,0.060523,10099,2008,Israel,Correlation,Other,Conservatism
0.080171,0.003663,0.060523,10099,2008,Israel,Correlation,Other,Conservatism
0.060072,0.003663,0.060523,10099,2008,Israel,Correlation,Other,Conservatism
-0.01,0.000682,0.026115,10099,2008,Israel,Correlation,Other,Conservatism
-0.020003,0.000682,0.026115,10099,2008,Israel,Correlation,Other,Conservatism
-0.060072,0.000682,0.026115,10099,2008,Israel,Correlation,Other,Conservatism
0.109232,0.004651,0.068198,10100,2005,United States,Correlation,Islamist,Conservatism
0.179297,0.004651,0.068198,10100,2005,United States,Correlation,No Ideology,Conservatism
0.165495,6.1e-05,0.00781,10101,2019,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.120581,6.1e-05,0.00781,10101,2019,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.077153,6.1e-05,0.00781,10101,2019,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.084198,6.1e-05,0.00781,10101,2019,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.110447,6.1e-05,0.00781,10101,2019,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.138886,6.1e-05,0.00781,10101,2019,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.201691,6.1e-05,0.00781,10101,2019,Other: Western,Correlation,No Ideology,Conservatism
0.162413,6.1e-05,0.00781,10101,2019,Other: Western,Correlation,No Ideology,Conservatism
0.05305,6.1e-05,0.00781,10101,2019,Other: Western,Correlation,No Ideology,Rally Effects
0.171667,6.1e-05,0.00781,10101,2019,Other: Western,Correlation,No Ideology,Rally Effects
0.100335,0.003802,0.06166,10102,2009,United States,Correlation,Islamist,Outgroup Hostility
0.4118,0.003802,0.06166,10102,2009,United States,Correlation,Islamist,Rally Effects
-0.070115,0.003802,0.06166,10102,2009,United States,Correlation,Islamist,Rally Effects
0.110447,0.003802,0.06166,10102,2009,United States,Correlation,Islamist,Conservatism
0.423649,0.003802,0.06166,10102,2009,United States,Correlation,Islamist,Conservatism
0.376886,0.003802,0.06166,10102,2009,United States,Correlation,Islamist,Conservatism
0.287682,0.003802,0.06166,10102,2009,United States,Correlation,Islamist,Conservatism
0.342828,0.003802,0.06166,10102,2009,United States,Correlation,Islamist,Conservatism
0.181983,0.003802,0.06166,10102,2009,United States,Correlation,Islamist,Conservatism
0.57634,0.002457,0.049568,10103,2019,United States,Correlation,No Ideology,Conservatism
0.354093,0.002457,0.049568,10103,2019,United States,Correlation,No Ideology,Conservatism
0.354093,0.002457,0.049568,10103,2019,United States,Correlation,No Ideology,Conservatism
0.647523,0.002457,0.049568,10103,2019,United States,Correlation,No Ideology,Conservatism
0.080171,0.001003,0.03167,10104,2011,United States,Correlation,No Ideology,Conservatism
0.161387,0.001003,0.03167,10104,2011,United States,Correlation,No Ideology,Conservatism
0.070115,0.000668,0.025846,10104,2011,United States,Correlation,No Ideology,Conservatism
0.181983,0.000668,0.025846,10104,2011,United States,Correlation,No Ideology,Conservatism
0.425747,0.000286,0.016912,10105,2004,United States,Correlation,Islamist,Rally Effects
0.115967,0.009009,0.094916,10106,2017,Israel,(Quasi)Experiment,Other,Conservatism
0.214379,0.009009,0.094916,10106,2017,Israel,(Quasi)Experiment,Other,Conservatism
0.026488,0.009009,0.094916,10106,2017,Israel,(Quasi)Experiment,Other,Conservatism
0.241343,0.009009,0.094916,10106,2017,Israel,(Quasi)Experiment,Other,Conservatism
0.256725,0.009009,0.094916,10106,2017,Israel,(Quasi)Experiment,Other,Conservatism
0.270299,0.011765,0.108467,10106,2017,Israel,(Quasi)Experiment,Other,Conservatism
0.333591,0.011765,0.108467,10106,2017,Israel,(Quasi)Experiment,Other,Conservatism
0.029408,0.002105,0.04588,10106,2017,Israel,(Quasi)Experiment,Other,Conservatism
0.08843,0.002105,0.04588,10106,2017,Israel,(Quasi)Experiment,Other,Conservatism
0.14573,0.000616,0.024819,10107,2016,Israel,Longitudinal,Other,Conservatism
0.100335,0.000616,0.024819,10107,2016,Israel,Longitudinal,Other,Conservatism
0.012642,0.004525,0.067268,10108,2007,United States,Correlation,Islamist,Outgroup Hostility
0.185594,0.004525,0.067268,10108,2007,United States,Correlation,Islamist,Outgroup Hostility
0.070355,0.004525,0.067268,10108,2007,United States,Correlation,Islamist,Outgroup Hostility
0.040021,0.005495,0.074128,10109,2006,Israel,Correlation,Other,Outgroup Hostility
0.03902,0.001395,0.03735,10109,2006,Israel,Correlation,Other,Outgroup Hostility
-0.072125,0.005495,0.074128,10109,2006,Israel,Correlation,Other,Conservatism
0.159335,0.001395,0.03735,10109,2006,Israel,Correlation,Other,Conservatism
0.129723,0.005495,0.074128,10109,2006,Israel,Correlation,Other,Conservatism
0.007,0.001395,0.03735,10109,2006,Israel,Correlation,Other,Conservatism
-0.102836,0.001859,0.043116,10110,2019,United States,(Quasi)Experiment,No Ideology,Rally Effects
0.08309,0.001859,0.043116,10110,2019,United States,(Quasi)Experiment,No Ideology,Rally Effects
-0.035991,0.001859,0.043116,10110,2019,United States,(Quasi)Experiment,No Ideology,Rally Effects
-0.031773,0.001859,0.043116,10110,2019,United States,(Quasi)Experiment,No Ideology,Rally Effects
0.036507,0.002105,0.04588,10110,2019,United States,(Quasi)Experiment,Islamist,Rally Effects
-0.017454,0.002105,0.04588,10110,2019,United States,(Quasi)Experiment,Islamist,Rally Effects
0.002562,0.002105,0.04588,10110,2019,United States,(Quasi)Experiment,Islamist,Rally Effects
0.009022,0.002105,0.04588,10110,2019,United States,(Quasi)Experiment,Islamist,Rally Effects
0.199471,0.010638,0.103141,10111,2011,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
0.248091,0.010204,0.101015,10111,2011,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
0.158277,0.010638,0.103141,10111,2011,United States,(Quasi)Experiment,No Ideology,Rally Effects
0.072142,0.010204,0.101015,10111,2011,United States,(Quasi)Experiment,No Ideology,Rally Effects
0.150306,0.010638,0.103141,10111,2011,United States,(Quasi)Experiment,No Ideology,Rally Effects
0.077938,0.010204,0.101015,10111,2011,United States,(Quasi)Experiment,No Ideology,Rally Effects
0.338977,0.010309,0.101533,10111,2011,United States,(Quasi)Experiment,No Ideology,Rally Effects
0.17878,0.010309,0.101533,10111,2011,United States,(Quasi)Experiment,No Ideology,Rally Effects
0.066313,0.010638,0.103141,10111,2011,United States,(Quasi)Experiment,No Ideology,Rally Effects
-0.01142,0.010204,0.101015,10111,2011,United States,(Quasi)Experiment,No Ideology,Rally Effects
0.028622,0.000965,0.031064,10112,2016,United States,(Quasi)Experiment,No Ideology,Rally Effects
-0.099107,0.000965,0.031064,10112,2016,United States,(Quasi)Experiment,No Ideology,Rally Effects
-0.015928,0.000934,0.030561,10112,2016,United States,(Quasi)Experiment,No Ideology,Rally Effects
0.061617,0.000934,0.030561,10112,2016,United States,(Quasi)Experiment,No Ideology,Rally Effects
-0.041238,0.000934,0.030561,10112,2016,United States,(Quasi)Experiment,No Ideology,Rally Effects
0.07712,0.000934,0.030561,10112,2016,United States,(Quasi)Experiment,No Ideology,Rally Effects
-0.045405,0.001316,0.036277,10113,2017,United States,Correlation,No Ideology,Rally Effects
-0.052419,0.00133,0.036469,10113,2017,United States,Correlation,No Ideology,Rally Effects
-0.063421,0.001316,0.036277,10113,2017,United States,Correlation,No Ideology,Rally Effects
-0.063757,0.00133,0.036469,10113,2017,United States,Correlation,No Ideology,Rally Effects
-0.048564,0.001316,0.036277,10113,2017,United States,Correlation,No Ideology,Rally Effects
-0.036964,0.00133,0.036469,10113,2017,United States,Correlation,No Ideology,Rally Effects
0.031795,0.001316,0.036277,10113,2017,United States,Correlation,No Ideology,Rally Effects
0.023987,0.00133,0.036469,10113,2017,United States,Correlation,No Ideology,Rally Effects
0.023299,0.001316,0.036277,10113,2017,United States,Correlation,No Ideology,Rally Effects
0.012082,0.00133,0.036469,10113,2017,United States,Correlation,No Ideology,Rally Effects
0.009175,0.001316,0.036277,10113,2017,United States,Correlation,No Ideology,Rally Effects
0.00735,0.00133,0.036469,10113,2017,United States,Correlation,No Ideology,Rally Effects
0.240871,0.010638,0.103141,10114,2009,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
0.060072,0.003759,0.061311,10115,2012,United States,Correlation,Other,Outgroup Hostility
-0.354093,0.003759,0.061311,10115,2012,United States,Correlation,Other,Outgroup Hostility
0.287682,0.003759,0.061311,10115,2012,United States,Correlation,Islamist,Outgroup Hostility
-0.298566,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.090244,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.161387,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.40006,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.234189,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.161387,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.15114,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.040021,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
0.030009,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.120581,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.020003,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
0.140926,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.287682,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.020003,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
0.030009,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
0.161387,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.080171,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.050042,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
0.30952,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
0.13074,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
0.140926,0.00431,0.065651,10116,2014,Other: Western,Correlation,Islamist,Conservatism
-0.376886,0.009709,0.098534,10117,2015,Other: Western,Correlation,Islamist,Conservatism
-0.255413,0.009709,0.098534,10117,2015,Other: Western,Correlation,Islamist,Conservatism
0.223656,0.009709,0.098534,10117,2015,Other: Western,Correlation,Islamist,Conservatism
0.01,0.009709,0.098534,10117,2015,Other: Western,Correlation,Islamist,Conservatism
0.040021,0.009709,0.098534,10117,2015,Other: Western,Correlation,Islamist,Conservatism
0.192337,0.009709,0.098534,10117,2015,Other: Western,Correlation,Islamist,Conservatism
-0.287682,0.00304,0.055136,10117,2015,,Correlation,Islamist,Conservatism
-0.342828,0.00304,0.055136,10117,2015,,Correlation,Islamist,Conservatism
0.342828,0.00304,0.055136,10117,2015,,Correlation,Islamist,Conservatism
0.120581,0.00304,0.055136,10117,2015,,Correlation,Islamist,Conservatism
0.080171,0.00304,0.055136,10117,2015,,Correlation,Islamist,Conservatism
-0.030009,0.00304,0.055136,10117,2015,,Correlation,Islamist,Conservatism
-0.145675,0.001015,0.031859,10118,2014,Other: Western,(Quasi)Experiment,Extreme Right,Outgroup Hostility
0.002,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Conservatism
0.03902,0.001795,0.042367,10119,2009,Israel,Longitudinal,Islamist,Conservatism
0.013001,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Conservatism
0.038018,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
